$ adb shell getprop
[Build.BRAND]: [MTK]
[ro.vendor.build.tags]: [release-keys]
[ro.vendor.build.type]: [user]
[ro.vendor.build.version.incremental]: [A175FXXS6CZG1]
[ro.vendor.build.version.release]: [16]
[ro.vendor.build.version.release_or_codename]: [16]
[ro.vendor.build.version.sdk]: [36]
[ro.vendor.composer_version]: [3.4]
[ro.vendor.connsys.dedicated.log]: [1]
[ro.vendor.connsys.dedicated.log.port]: [bt,wifi,gps,mcu]
[ro.vendor.customer_logpath]: [/data]
[ro.vendor.have_aee_feature]: [1]
[ro.vendor.hdm.bootblock.aud]: [false]
[ro.vendor.hdm.bootblock.bt]: [false]
[ro.vendor.hdm.bootblock.cam]: [false]
[ro.vendor.hdm.bootblock.cpm]: [false]
[ro.vendor.hdm.bootblock.dis]: [false]
[ro.vendor.hdm.bootblock.gps]: [false]
[ro.vendor.hdm.bootblock.mmc]: [false]
[ro.vendor.hdm.bootblock.sen]: [false]
[ro.vendor.hdm.bootblock.usb]: [false]
[ro.vendor.hdm.bootblock.wlan]: [false]
[ro.vendor.hdm.btonly.subsystem]: [118]
[ro.vendor.hdm.btonly.unblock.subsystem]: [10c]
[ro.vendor.hdm.hdm_supported_subsystem]: [087]
[ro.vendor.hdm.pad_supported_subsystem]: [081]
[ro.vendor.hdm.supported.swblock]: [0x100]
[ro.vendor.jpeg_decode_sw_opt]: [1]
[ro.vendor.md_auto_setup_ims]: [1]
[ro.vendor.md_prop_ver]: [1]
[ro.vendor.mediatek.platform]: [MT6789]
[ro.vendor.mediatek.version.branch]: [alps-mp-b0.mp1.tc10sp]
[ro.vendor.mediatek.version.release]: [alps-mp-b0.mp1.tc10sp-V1.129]
[ro.vendor.mtk.gpu.sw3d]: [0]
[ro.vendor.mtk_aal_support]: [1]
[ro.vendor.mtk_agps_app]: [1]
[ro.vendor.mtk_c2k_lte_mode]: [0]
[ro.vendor.mtk_cam_security_support]: [1]
[ro.vendor.mtk_cam_security_support_normal_preview]: [0]
[ro.vendor.mtk_camera_app_version]: [3]
[ro.vendor.mtk_config_max_dram_size]: [0x800000000]
[ro.vendor.mtk_eccci_c2k]: [1]
[ro.vendor.mtk_emmc_support]: [1]
[ro.vendor.mtk_external_sim_only_slots]: [0]
[ro.vendor.mtk_fast_charging_support]: [1]
[ro.vendor.mtk_fd_support]: [1]
[ro.vendor.mtk_flv_playback_support]: [1]
[ro.vendor.mtk_gps_support]: [1]
[ro.vendor.mtk_hifiaudio_support]: [1]
[ro.vendor.mtk_log_hide_gps]: [2]
[ro.vendor.mtk_lte_support]: [1]
[ro.vendor.mtk_md_world_mode_support]: [1]
[ro.vendor.mtk_modem_monitor_support]: [1]
[ro.vendor.mtk_nn_quant_preferred]: [1]
[ro.vendor.mtk_omacp_support]: [1]
[ro.vendor.mtk_pq_color_mode]: [0]
[ro.vendor.mtk_pq_support]: [2]
[ro.vendor.mtk_protocol1_rat_config]: [Lf/Lt/W/G]
[ro.vendor.mtk_ps1_rat]: [Lf/Lt/W/G]
[ro.vendor.mtk_ril_mode]: [c6m_1rild]
[ro.vendor.mtk_sec_video_path_support]: [1]
[ro.vendor.mtk_sim_card_onoff]: [3]
[ro.vendor.mtk_single_bin_modem_support]: [1]
[ro.vendor.mtk_slow_motion_support]: [1]
[ro.vendor.mtk_svp_on_mtee_support]: [2]
[ro.vendor.mtk_teegris_tee_support]: [1]
[ro.vendor.mtk_telephony_add_on_policy]: [0]
[ro.vendor.mtk_video_hevc_enc_support]: [1]
[ro.vendor.mtk_wappush_support]: [1]
[ro.vendor.mtk_wfd_support]: [1]
[ro.vendor.multisim.simslotcount]: [2]
[ro.vendor.net.upload.mark.default]: [blocking]
[ro.vendor.num_md_protocol]: [2]
[ro.vendor.pq.mtk_aal_support]: [1]
[ro.vendor.pq.mtk_ai_hdr_model_dq]: [0]
[ro.vendor.pq.mtk_ai_region_pq_support]: [0]
[ro.vendor.pq.mtk_ai_scence_pq_support]: [0]
[ro.vendor.pq.mtk_ai_sdr_to_hdr_support]: [0]
[ro.vendor.pq.mtk_airegionpq_panel_dtmo_support]: [0]
[ro.vendor.pq.mtk_backlight_smooth_support]: [0]
[ro.vendor.pq.mtk_blulight_def_support]: [0]
[ro.vendor.pq.mtk_caltm_support]: [1]
[ro.vendor.pq.mtk_clearzoom_support]: [1]
[ro.vendor.pq.mtk_cv_based_sdr_support]: [0]
[ro.vendor.pq.mtk_dc_support]: [0]
[ro.vendor.pq.mtk_disp_c3d_support]: [0]
[ro.vendor.pq.mtk_disp_ccorr_support]: [0]
[ro.vendor.pq.mtk_disp_color_support]: [0]
[ro.vendor.pq.mtk_disp_game_pq_support]: [0]
[ro.vendor.pq.mtk_disp_gamma_support]: [0]
[ro.vendor.pq.mtk_disp_tdshp_support]: [0]
[ro.vendor.pq.mtk_dre30_support]: [0]
[ro.vendor.pq.mtk_dre_cap]: [0]
[ro.vendor.pq.mtk_ds_support]: [0]
[ro.vendor.pq.mtk_hdr10_panel_dtmo_support]: [0]
[ro.vendor.pq.mtk_hdr10_plus_recording_support]: [0]
[ro.vendor.pq.mtk_hdr10p_panel_dtmo_support]: [0]
[ro.vendor.pq.mtk_hdrvivid_panel_dtmo_support]: [0]
[ro.vendor.pq.mtk_hfg_support]: [1]
[ro.vendor.pq.mtk_hlg_panel_dtmo_support]: [0]
[ro.vendor.pq.mtk_mdp_ccorr_support]: [0]
[ro.vendor.pq.mtk_mdp_lite_pq_support]: [0]
[ro.vendor.pq.mtk_mml_c3d_support]: [0]
[ro.vendor.pq.mtk_mml_color_adaptive_support]: [0]
[ro.vendor.pq.mtk_pq_interface_support]: [0]
[ro.vendor.pq.mtk_pq_video_whitelist_support]: [0]
[ro.vendor.pq.mtk_scltm_support]: [0]
[ro.vendor.pq.mtk_sdr_panel_dtmo_support]: [0]
[ro.vendor.pq.mtk_skia_pq_support]: [0]
[ro.vendor.pq.mtk_smart_bluelight_def_support]: [0]
[ro.vendor.pq.mtk_smart_true_tone_support]: [0]
[ro.vendor.pq.mtk_ultra_dimming_support]: [0]
[ro.vendor.pq.mtk_ultra_resolution_support]: [0]
[ro.vendor.pq.mtk_video_transition]: [0]
[ro.vendor.pref_scale_enable_cfg]: [1]
[ro.vendor.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.vendor.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.vendor.product.cpu.abilist64]: [arm64-v8a]
[ro.vendor.radio.default_network]: [9]
[ro.vendor.radio.default_network_by]: [telephony.prop_9]
[ro.vendor.redirect_socket_calls]: [true]
[ro.vendor.sim_me_lock_mode]: [0]
[ro.vendor.soc.manufacturer]: [Mediatek]
[ro.vendor.soc.model]: [MT6789]
[ro.vendor.soc.model.external_name]: [MT6789V/CD]
[ro.vendor.soc.model.part_name]: [MT6789V/CD]
[ro.vendor.soc.model_ready]: [1]
[ro.vendor.system.mtk_dmc_support]: [1]
[ro.vendor.vt.mtk_thin_md_support_mode]: [0]
[ro.vendor.wifi.sap.concurrent.iface]: [ap1]
[ro.vendor.wifi.sap.interface]: [swlan0]
[ro.vendor_dlkm.build.date]: [Tue Jul 14 16:31:11 KST 2026]
[ro.vendor_dlkm.build.date.utc]: [1784014271]
[ro.vendor_dlkm.build.fingerprint]: [samsung/a17xx/a17:16/BP2A.250605.031.A3/A175FXXS6CZG1:user/release-keys]
[ro.vendor_dlkm.build.id]: [BP2A.250605.031.A3]
[ro.vendor_dlkm.build.tags]: [release-keys]
[ro.vendor_dlkm.build.type]: [user]
[ro.vendor_dlkm.build.version.incremental]: [A175FXXS6CZG1]
[ro.vendor_dlkm.build.version.release]: [16]
[ro.vendor_dlkm.build.version.release_or_codename]: [16]
[ro.vendor_dlkm.build.version.sdk]: [36]
[ro.wifi.channels]: []
[ro.zygote]: [zygote64_32]
[ro.zygote.preload.enable]: [0]
[secmm.codecsolution.ready]: [1]
[secmm.hdrsolution.ready]: [1]
[security.ADP.policy_version]: [20260312]
[security.ADP.version]: [3.5]
[security.ASKS.delta_policy_version]: [20250623]
[security.ASKS.expiration_date]: [20260717]
[security.ASKS.policy_version]: [20260401]
[security.ASKS.rufs_enable]: [true]
[security.ASKS.safeinstall.enable]: [false]
[security.ASKS.safeinstall.remote.control.enable]: [false]
[security.ASKS.smsfilter_enable]: [false]
[security.ASKS.smsfilter_target]: [false]
[security.ASKS.time_value]: [20260918]
[security.ASKS.version]: [9.5 ]
[security.fbe.fail_cause]: [K00R]
[security.fbe.global_de]: [loaded]
[security.perf_harden]: [1]
[security.securehw.available]: [true]
[security.securenvm.available]: [false]
[selinux.policy_version]: [SEPF_SM-A175F_16_0001]
[selinux.restorecon_recursive]: [/data/sec]
[service.bioface.authenticating]: [0]
[service.bt.security.policy.mode]: [2]
[service.camera.client]: []
[service.camera.rec.running]: [0]
[service.camera.running]: [0]
[service.media.powersnd]: [1]
[service.sf.cache_dir_available]: [1]
[service.sf.present_timestamp]: [1]
[servicemanager.ready]: [true]
[setupwizard.feature.enable_minors_setup_flow]: [false]
[setupwizard.feature.enable_quick_start_flow]: [true]
[setupwizard.feature.enable_stencil_partner_customization]: [1]
[setupwizard.phenotype_sync_timeout_ms]: [90000]
[setupwizard.theme]: [glif_expressive]
[storage.support.sdcard]: [1]
[storage.support.usb]: [1]
[sys.acm.disable_ready]: [0]
[sys.acm.enable]: [enable]
[sys.adaptivedisplaysolution.adson]: [true]
[sys.boot.debug_history]: [1]
[sys.boot.errp]: [1]
[sys.boot.reason]: [reboot,lpm]
[sys.boot.reason.last]: [reboot,lpm]
[sys.boot_completed]: [1]
[sys.bootstat.first_boot_completed]: [1]
[sys.config.activelaunch_enable]: [true]
[sys.config.hardcoder.enable]: [false]
[sys.config.ibs.enable]: [false]
[sys.config.mars.predl_filter.enabled]: [1]
[sys.config.mars_version]: [9.00]
[sys.default.data.phoneid]: [1]
[sys.dexopt.ctrl]: [false]
[sys.dualapp.profile_id]: []
[sys.eyecomfortsolution.ecson]: [false]
[sys.fuse.transcode_enabled]: [true]
[sys.hdm.double.protection.subsystem]: [135]
[sys.heimdallfs.compress.todayinfo]: [260918]
[sys.heimdallfs.lfo.startdayinfo]: [260918]
[sys.heimdallfs.lfo.stat0]: []
[sys.heimdallfs.lfo.stat1]: []
[sys.heimdallfs.lfo.stat2]: []
[sys.hqm.support]: [true]
[sys.ims.restart.count]: [0]
[sys.ims.versionCode]: [260714160]
[sys.init.perf_lsm_hooks]: [1]
[sys.ipo.disable]: [1]
[sys.ipo.pwrdncap]: [2]
[sys.is_members]: [exist]
[sys.is_vold_shutdown]: [0]
[sys.knox.app_icon_change]: [false]
[sys.knox.app_name_change]: [false]
[sys.locksecured]: [false]
[sys.mdniecontrolservice.mscon]: [true]
[sys.members.installed]: [true]
[sys.mtdl.start]: [false]
[sys.pdp.action]: [cekeyunlock]
[sys.pdp.bkup_size]: [0]
[sys.perf.aal]: [true]
[sys.perf.aid]: [true]
[sys.perf.bc]: [true]
[sys.perf.cg]: [true]
[sys.perf.fbooster]: [true]
[sys.perf.gvn]: [true]
[sys.perf.heavy]: [false]
[sys.perf.olaf]: [true]
[sys.perf.olog]: [27/CUJ=J<LAUNCHER_APP_CLOSE_TO_HOME::systemkey>/24/0/0/0/10/0]
[sys.perf.schd]: [true]
[sys.perf.status]: [false]
[sys.perf.tbooster]: [true]
[sys.perf.zygote]: [true]
[sys.pmm.nativemse]: [-5348.7,678476.8,4,14]
[sys.prev.rescue_boot_count]: [0]
[sys.rdxd.create]: [1]
[sys.rdxd.erase_all]: [1]
[sys.rdxd.stop_reason]: [not_allowed]
[sys.rdxd.total_size]: [4]
[sys.readahead.resource]: [3]
[sys.recovery.deleteapn]: [done]
[sys.recovery.resizing]: [done]
[sys.rescue_boot_count]: [1]
[sys.reset_reason]: []
[sys.sensordebug_enable]: [true]
[sys.siop.level]: [-2]
[sys.smf.mnoname0]: [Vivo_BR|LOADED]
[sys.smf.mnoname1]: [Antel_UY|LOADED]
[sys.staged_apex.state]: [staged]
[sys.sysctl.boot_extra_free_kbytes]: [29615]
[sys.sysctl.origin_extra_free_kbytes]: [29615]
[sys.sysctl.swappiness]: [130]
[sys.sysctl.watermark_boost_factor]: [0]
[sys.system_server.pid]: [1810]
[sys.system_server.start_count]: [1]
[sys.system_server.start_elapsed]: [14549]
[sys.system_server.start_uptime]: [14549]
[sys.tcp_cubic.hystart]: [0]
[sys.tile.lazy_booted]: [true]
[sys.usb.config]: [sec_charging,adb]
[sys.usb.configfs]: [2]
[sys.usb.configured]: [configured]
[sys.usb.controller]: [musb-hdrc]
[sys.usb.ffs.aio_compat]: [0]
[sys.usb.scrlck_stat]: [ul]
[sys.usb.state]: [sec_charging,adb]
[sys.user.0.ce_available]: [true]
[vendor.MB.running]: [0]
[vendor.af.dynamic.sleeptime.enable]: [true]
[vendor.af.pausewait.enable]: [false]
[vendor.af.threshold.src_and_effect_count]: [5]
[vendor.bluetooth.ldac.abr]: [true]
[vendor.bluetooth_fw_ver]: [t-neptune-sp-soc2_2-2218-tc10sp-MOET_SOC2_2_E1_MT6631_ASIC_MINIROM-20260130095500]
[vendor.boostfwk.frame.decision]: [2]
[vendor.boostfwk.frameprefetcher]: [0]
[vendor.boostfwk.rescue.checkpoint]: [50]
[vendor.boostfwk.rescue.checkpoint.threshold]: [150]
[vendor.boostfwk.rescue.checkpoint.traversal]: [100]
[vendor.boostfwk.sbb.touch.duration]: [1000]
[vendor.boostfwk.scroll.duration.h]: [700]
[vendor.boostfwk.scroll.duration.v]: [3000]
[vendor.boostfwk.scroll.interrupt.touchboost]: [1]
[vendor.boostfwk.scroll.policy.mode]: [1]
[vendor.boostfwk.version]: [3]
[vendor.connsys.adie.chipid]: [0x6631]
[vendor.connsys.driver.ready]: [yes]
[vendor.connsys.formeta.ready]: [yes]
[vendor.debug.gps.mnld.pwr]: [0]
[vendor.debug.mtk.aeev.status64]: [free]
[vendor.debug.pq.acaltm.dbg]: [0]
[vendor.debug.pq.adl.dbg]: [0]
[vendor.debug.pq.cz.isp.tuning]: [0]
[vendor.debug.pq.dre.dbg]: [0]
[vendor.debug.pq.dre.demowin.x]: [536805376]
[vendor.debug.pq.dre.isp.tuning]: [0]
[vendor.debug.pq.dre.table]: [0]
[vendor.debug.pq.dredriver.blk]: [0]
[vendor.debug.pq.dredriver.dbg]: [0]
[vendor.debug.pq.hdr.dbg]: [0]
[vendor.debug.pq.hdr_vivid.dbg]: [0]
[vendor.debug.pq.hdrdriver.dbg]: [0]
[vendor.debug.pq.hdrvividdriver.dbg]: [0]
[vendor.debug.pq.hfg.isp.tuning]: [0]
[vendor.debug.pq.level]: [0]
[vendor.gps.clock.type]: [21]
[vendor.gps.gps.version]: [0x6789]
[vendor.gsm.operator.numeric]: [72410,72410]
[vendor.hdm.swblock.status]: [0x0]
[vendor.mdlogger.Running]: [0]
[vendor.mtk.camera.app.fd.video]: [1]
[vendor.mtk.md.sbp]: [0]
[vendor.mtk.md1.status]: [ready]
[vendor.mtk.nvram.ready]: [1]
[vendor.ril.active.md]: [9]
[vendor.ril.product_code]: [SM-A175FZKMZTO]
[vendor.service.connxo_nvram.file]: [NULL]
[vendor.service.nvram_first_restore]: [0]
[vendor.service.nvram_init]: [Ready]
[vendor.service.nvram_restore]: [Ready]
[vendor.service.wifi_nvram]: [Ready:1,2048]
[vendor.streamout.btsco_codec]: [1]
[vendor.streamout.btsco_lc3swb]: [0]
[vendor.wifi.dualconcurrent.interface]: [swlan0]
[vold.has_adoptable]: [1]
[vold.has_compress]: [1]
[vold.has_quota]: [1]
[vold.has_reserved]: [1]
