09-16 15:00:00.293 23970 23970 E AndroidRuntime: FATAL EXCEPTION: main
09-16 15:00:00.293 23970 23970 E AndroidRuntime: Process: br.com.wanotifkeeper, PID: 23970
09-16 15:00:00.293 23970 23970 E AndroidRuntime: java.lang.IllegalStateException: A migration from 6 to 5 was required but not found. Please provide the necessary Migration path via RoomDatabase.Builder.addMigration(Migration ...) or allow for destructive migrations via one of the RoomDatabase.Builder.fallbackToDestructiveMigration* methods.
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:808)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:804)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1100)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	Suppressed: kotlinx.coroutines.internal.DiagnosticCoroutineContextException: [StandaloneCoroutine{Cancelling}@f587e05, Dispatchers.Main.immediate]
09-18 17:51:59.992  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:51:59.994  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:51:59.994  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:51:59.995  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:51:59.995  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:51:59.996  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:00.012  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:00.012  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:00.017  2576  2576 D QSClock : StatusBar clock=17:52 notifyTimeChanged(QSClockBellSound - TimeText:17:52, TimeContentDescription:17:52, DateText:sex., 18 de setembro, ShortDateText:sex., 18 de set., Demo:false) clockVisibleByPolicy=true, clockVisibleByUser=true, visible=true, parent=android.widget.LinearLayout{ed55822 V.E...... ......ID 0,0-97,68 #7e0a06b0 com.android.systemui:id/left_clock_container} caller=com.android.systemui.statusbar.phone.fragment.CollapsedStatusBarFragment.animateShow:66 com.android.systemui.statusbar.phone.fragment.CollapsedStatusBarFragment.updateStatusBarVisibilitiesInner:236 com.android.systemui.statusbar.phone.fragment.CollapsedStatusBarFragment$$ExternalSyntheticLambda5.run:86 android.os.Handler.handleCallback:1070 android.os.Handler.dispatchMessage:125  
09-18 17:52:00.082  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:00.082  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:00.494  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:52:00.750  2576  3337 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:00.918   615   615 D io_stats: !@ Write_top(KB): kworker/u32:5:/(20715) 24 kworker/u32:2:/(16876) 16 .openai.chatgpt:top(14370) 4
09-18 17:52:00.977  1207  1235 E BatteryDump: !@new_battery_dump : 4420,-3,1500,1500,100,300,298,334,0,0,340,334,0,Full,NO_CHARGING,None,Good,USB_CDP,2,Normal,0,0,9420,0x0,0x10000,0x0,0,0,0,v0004,0,0/0-0-0-0,0000,0000,00000000,0,0,0,0,0,0,198,44123,9993,980,0,
09-18 17:52:00.981  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:00.981  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:00.983  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:00.983  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:00.983  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:00.984  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:00.985  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:00.985  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:00.985  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:00.985  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:00.985  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:00.986  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:00.986  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:01.000  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:01.000  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:01.058  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:01.058  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:01.758  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:01.997  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:01.998  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:01.999  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:01.999  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:01.999  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:01.999  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:01.999  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:01.999  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:01.999  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:02.000  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:02.000  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:02.000  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:02.000  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:02.014  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:02.014  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:02.067  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:02.067  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:02.237  1810  2590 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:02.760  2576  3337 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:02.986  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:02.986  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:02.987  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:02.987  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:02.987  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:02.987  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:02.987  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:02.988  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:02.988  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:02.988  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:02.988  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:02.988  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:02.988  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:03.000  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:03.000  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:03.061  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:03.061  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:03.757  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:03.997  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:03.997  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:04.000  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:52:04.003  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:04.003  3093 18585 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:04.003  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:04.003  3093 18585 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:04.003  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:04.003  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:04.003  3093 18585 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:04.006  3093 18585 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:04.009  3093 18585 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:04.009  3093 18585 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:04.009  3093 18585 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:04.012  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:52:04.020  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:04.021  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:04.078  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:04.078  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:04.762  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:04.798  1810  3662 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:04.922   615   615 D io_stats: !@ Write_top(KB): f2fs_ckpt-254:6:/(818) 172 vendor.samsung.:normal(1207) 8 kworker/u32:1:/(2374) 4
09-18 17:52:04.999  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:05.000  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:05.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:05.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:05.001  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:05.001  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:05.001  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:05.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:05.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:05.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:05.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:05.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:05.002  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:05.023  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:05.023  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:05.067  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:05.067  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:05.117  1810  3566 D FreecessHandler: skipping freeze br.com.wanotifkeeper(10545) result : 2
09-18 17:52:05.758  2576  3337 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:05.994  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:05.994  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:05.999  3093 18567 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:05.999  3093 18567 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:06.000  3093 18567 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:06.000  3093 18567 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:06.000  3093 18567 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:06.000  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:06.001  3093 18567 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:06.001  3093 18567 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:06.001  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:06.001  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:06.002  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:06.007  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:06.008  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:06.059  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:06.059  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:06.073  1810  4600 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:06.509  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:52:06.759  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:06.997  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:06.997  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:07.000  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:07.000  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:07.001  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:07.001  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:07.001  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:07.001  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:07.001  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:07.001  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:07.001  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:07.001  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:07.001  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:07.021  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:07.021  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:07.070  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:07.070  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:07.355  1810  4600 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:07.491  1436  7961 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:07.492  1436  7961 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:07.492  1436  7961 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:07.492  1436  7961 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:07.762  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:08.006  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:08.007  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:08.010  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:08.010  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:08.010  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:08.010  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
